Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,Price_outlier,Price_log
"The Complete Color Harmony, Pantone Edition: Expert Color Information for Professional Results",Leatrice Eiseman,"Arts, Film & Photography",Theory & Criticism,Paperback,997.0,4.7,1012,True,6.905753276311464
Pretentiousness: Why It Matters,Dan Fox,"Arts, Film & Photography",Theory & Criticism,Paperback,1220.0,4.2,72,True,7.107425474110705
IELTS Academic+ General Test: Listening Book by Career Launcher,Career Launcher,"Arts, Film & Photography",Theory & Criticism,Paperback,98.0,3.8,77,False,4.59511985013459
RRB 2022-23 - Junior Engineer CBT -I & II - Civil Engineering - Guide by GKP,GKP,"Arts, Film & Photography",Theory & Criticism,Paperback,483.0,4.5,10,False,6.182084906716632
Watercolour Demonstrations,Milind Mulick,"Arts, Film & Photography",Theory & Criticism,Paperback,180.0,4.6,149,False,5.198497031265826
Pretentiousness: Why it Matters,Dan Fox,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,524.13,4.2,72,False,6.263645850986706
IELTS Academic + General Test: Reading Book by Career Launcher,Career Launcher,"Arts, Film & Photography",Theory & Criticism,Paperback,146.0,3.8,88,False,4.990432586778736
"Map Entries for History Optional 3ed by Rashid Yasin, Ranjan Singh",Rashid Yasin,"Arts, Film & Photography",Theory & Criticism,Paperback,223.0,4.2,110,False,5.4116460518550396
GATE 2024 Architecture & Planning Vol 1 - Guide by Ar. Jinisha Jain,Jinisha Jain,"Arts, Film & Photography",Theory & Criticism,Paperback,794.0,4.3,51,False,6.678342114654332
Pretentiousness: Why it Matters,Dan Fox,"Arts, Film & Photography",Theory & Criticism,Paperback,1193.64,4.2,72,True,7.085600163749013
இரவின் நிமிடங்கள் (Tamil Edition),ஜில் ஜில்  சிங்காரி ,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,599.0,2.7,4,False,6.396929655216146
Paryavaran Evam Paristhithiki 6e by Dr. Majid Husain Hindi,Dr Majid Husain,"Arts, Film & Photography",Theory & Criticism,Paperback,370.0,4.6,60,False,5.916202062607435
The Battle Of Rezang La: The true story of how 120 Indian soldiers faced 5000 Chinese troops | Essential Indian Army Books on War | Penguin Non-fiction,Kulpreet Yadav,"Arts, Film & Photography",Theory & Criticism,Paperback,283.0,4.8,436,False,5.648974238161206
IELTS Academic+ General Test: Grammar Book by Career Launcher,Career Launcher,"Arts, Film & Photography",Theory & Criticism,Paperback,153.14,4.8,62,False,5.037861280349847
Klimt: The Kiss Jigsaw: 1000 Piece Jigsaw,Flame Tree Studio,"Arts, Film & Photography",Theory & Criticism,Other,1117.0,4.4,170,True,7.0192966537150445
"One Sting Attached (Hindi)/Ishq Baki/इश्क़ बाक़ी: Bichhad Ke Bhi Na Bichhde, Aise Saath Ke Naam/बिछड़ के भी न बिछड़े, ऐसे साथ के नाम",Pankaj Dubey/पंकज दुबे,"Arts, Film & Photography",Theory & Criticism,Paperback,129.0,5.0,1,False,4.867534450455582
IELTS Academic+ General Test: Writing Book by Career Launcher,Career Launcher,"Arts, Film & Photography",Theory & Criticism,Paperback,175.0,4.2,78,False,5.170483995038151
Seneca's Letters from a Stoic,Lucius Annaeus Seneca,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,77.0,4.5,4513,False,4.356708826689592
Ways of Seeing: Based on the BBC Television Series,John Berger,"Arts, Film & Photography",Theory & Criticism,Paperback,1209.0,4.3,2784,True,7.098375638590786
Your Brain on Art: How the Arts Transform Us,Susan Magsamen,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,369.88,4.5,350,False,5.915878560151387
Physics Galaxy 2023 : JEE Advanced - Physics - Chapter wise PYQ Analysis by Ashish Arora,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,228.0,4.3,264,False,5.43372200355424
Ways of Seeing,John Berger,"Arts, Film & Photography",Theory & Criticism,Paperback,370.0,4.3,2784,False,5.916202062607435
"Vincent van Gogh: 1853-1890, Vision and Reality",Ingo F. Walther,"Arts, Film & Photography",Theory & Criticism,Hardcover,1371.0,4.8,847,True,7.22402480828583
WABI SABI: JAPANESE WISDOM FOR A PERFECTLY IMPERFECT LIFE,Beth Kempton,"Arts, Film & Photography",Theory & Criticism,Hardcover,474.0,4.4,2632,False,6.163314804034641
"Ethics, Integrity & Aptitude (For Civil Services Examination) 8ed by access",G. Subba Rao  & P N  Roychowdhury,"Arts, Film & Photography",Theory & Criticism,Paperback,486.0,4.3,190,False,6.18826412308259
Lunch with the FT,Lionel Barber,"Arts, Film & Photography",Theory & Criticism,Paperback,689.0,4.4,107,False,6.536691597591305
Mind in Motion: How Action Shapes Thought,Barbara Tversky,"Arts, Film & Photography",Theory & Criticism,Audible Audiobook,1005.0,4.4,90,True,6.913737350659685
Naga Identities: Changing Local Cultures in the Northeast of India,Michael Oppitz,"Arts, Film & Photography",Theory & Criticism,Hardcover,1537.0,3.8,6,True,7.338238150065589
"Art 101: From Vincent van Gogh to Andy Warhol, Key People, Ideas, and Moments in the History of Art (Adams 101 Series)",Eric Grzymkowski,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,658.35,4.4,86,False,6.491254501253708
LPMC : Create Dangerously (Penguin Modern),Albert Camus,"Arts, Film & Photography",Theory & Criticism,Paperback,143.0,4.6,338,False,4.969813299576001
My Paintings Thoughts Behind Them,Vasudeo Kamath,"Arts, Film & Photography",Theory & Criticism,Paperback,150.0,4.5,20,False,5.017279836814924
Staff Nurse - PSC Question Bank by Sreedevi Santhosh Sreenandhanam,Career Launcher,"Arts, Film & Photography",Theory & Criticism,Paperback,332.0,4.5,51,False,5.808142489980444
CULTURE - A New World History,Martin Puchner,"Arts, Film & Photography",Theory & Criticism,Paperback,464.34,4.7,41,False,6.1427683211991475
How to Draw Comics for Beginners: The Ultimate Comic Drawing Guide for Kids and Adults,Cory Carrera,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,249.0,3.8,6,False,5.521460917862246
PHOTOGRAPHY: A VERY SHORT INTRODUCITON: A Very Short Introduction (Very Short Introductions),Steve Edwards,"Arts, Film & Photography",Theory & Criticism,Paperback,339.0,4.3,79,False,5.8289456176102075
"Tuesdays With Morrie: An old man, a young man, and life's greatest lesson [] Albom, Mitch",Mitch Albom,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,197.0,4.6,25023,False,5.288267030694535
Chautha Ank'Autobiography Ravindra Mahajani चौथा अंक माधवी रवींद्र महाजनी,Madhavi Ravindra Mahajani,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Other,163.0,5.0,6,False,5.099866427824199
Nenu (Atmakatha in Telugu),Brahmanandam,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,259.0,4.6,131,False,5.560681631015528
An Uncommon Love: The Early Life of Sudha and Narayana Murthy,Chitra Banerjee Divakaruni,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,519.0,4.5,69,False,6.253828811575473
Chautha Ank [Ravindra Mahajani] - Marathi,Madhavi Ravindra Mahajani,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,200.0,4.7,5,False,5.303304908059076
Make You Bed,William H. McRaven,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,209.0,4.5,20651,False,5.3471075307174685
Wise and Otherwise: A salute to Life [] Sudha Murty,Murty Sudha,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,163.0,4.6,6717,False,5.099866427824199
AUTOBIOGRAPHY OF A YOGI,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,199.0,4.6,11173,False,5.298317366548036
The Diary of A Young Girl,Anne Frank,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,119.0,4.5,34935,False,4.787491742782046
"Kitne Ghazi Aye Kitne Ghazi Gaye: A Memoir: A True Life Account of Bravery And Sacrifice of An Army Soldier Who Served India For More Than 40 Years [] Dhillon, Lt Gen KJS 'Tiny'",K.J.S. Dhillon,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,318.0,4.7,1503,False,5.765191102784844
The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,586.0,4.6,17124,False,6.375024819828097
"Same as Ever: Timeless Lessons on Risk, Opportunity and Living a Good Life",Morgan Housel,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,323.0,4.4,1473,False,5.780743515792329
Autobiography of A Yogi (Hindi),Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,179.0,4.6,4553,False,5.19295685089021
Zero to Billions - The Zerodha Story: An inspiring story on how a startup disrupted the Indian Stock Market (Indian Unicorns),ABHISHEK B,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,49.0,4.3,373,False,3.912023005428146
Doglapan : The Hard Truth about Life and Start-Ups,ASHNEER GROVER,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,254.0,4.3,3090,False,5.541263545158426
TWELFTH FAIL,Anurag Pathak,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,137.0,4.7,1036,False,4.927253685157205
World's Greatest Leaders: Biographies of Inspirational Personalities For Kids,Wonder House Books,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,99.0,4.3,3151,False,4.605170185988092
Why I Killed Gandhi?,Nathuram Godse,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,159.0,4.1,8010,False,5.075173815233827
Shoe Dog,Phil Knight,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,321.0,4.6,58096,False,5.7745515455444085
"My Inventions, Autobiography of Nikola Tesla",Nikola Tesla,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,99.0,4.5,5111,False,4.605170185988092
Autobiography of a Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,1126.0,4.6,11173,True,7.027314514039777
"MANY LIVES, MANY MASTERS [] Weiss, Brian",DR BRIAN WEISS,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,220.0,4.6,12775,False,5.3981627015177525
"Three Thousand Stitches: Ordinary People, Extraordinary Lives [] Murty, Sudha",Murty Sudha,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,230.0,4.6,11049,False,5.442417710521793
Chanakya Neeti,Acharya Chanakya,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,225.0,4.4,5634,False,5.420534999272286
"Why I am an Atheist and Other Works | Letters & Jail Diary of Bhagat Singh on Revolution, Religion & Politics",Bhagat Singh,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,96.0,4.6,6669,False,4.574710978503383
Autobiography Of A Yogi (Complete Edition),Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,218.0,4.7,9948,False,5.389071729816501
Autobiography of a Yogi in Hindi | Yogi Kathamrit | Ek Yogi Ki Atmakatha | Paramahansa Yogananda Hindi | Yogi Book,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,99.0,4.6,361,False,4.605170185988092
Autobiography of A Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,159.0,4.6,11173,False,5.075173815233827
Jaun Elia: Ek Ajab Ghazab Shayar - Hindi,Jaun Elia,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,139.0,4.6,1070,False,4.941642422609304
"Memory: How to Develop, Train and Use It | Original Edition | Premium ",William Walker Atkinson,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,122.0,4.2,6380,False,4.812184355372417
The Story of My Experiments With Truth,Mahatma Gandhi,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,149.0,4.5,12116,False,5.0106352940962555
"The Story of My Experiments With Truth: Mahatma Gandhi, An Autobiography (Hindi)",Mahatma Gandhi,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,168.0,4.4,1008,False,5.1298987149230735
How Prime Ministers Decide,Neerja Chowdhury,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,750.0,4.4,217,False,6.621405651764134
One Up on Wall Street: How To Use What You Already Know To Make Money in the Market,Peter Lynch,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,251.75,4.5,11046,False,5.532400857900581
Jag Badalnara Baap Manus (Dr. Babasaheb Ambedkar),Jagdish Ohol,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,350.0,5.0,8,False,5.860786223465865
Autobiography of a Yogi (Tamil),Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,190.0,4.7,1749,False,5.25227342804663
"Leaders Eat Last (With a New Chapter): Why Some Teams Pull Together and Others Don't [] Sinek, Simon",Simon Sinek,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,406.89,4.5,9664,False,6.010997530210296
Poor Charlie’s Almanack: The Essential Wit and Wisdom of Charles T. Munger,Charles T. Munger,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,836.0,4.6,509,False,6.729824070489475
You Are Born to Blossom,DR APJ ABDUL KALAM,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,199.0,4.5,1957,False,5.298317366548036
Adolf Hitler (Hindi),MAHESH DUTT SHARMA,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,51.48,4.3,300,False,3.9604321446358335
"Here, There and Everywhere",Murty Sudha,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,162.0,4.6,4042,False,5.093750200806762
AUTOBIOGRAPHY OF A YOGI (HB),YOGANANDA,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,109.0,4.7,677,False,4.700480365792417
Introducing Buddha: A Graphic Guide (Graphic Guides),Borin Van Loon,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,249.85,3.9,369,False,5.524855150930262
The Unusual Billionaires,Saurabh Mukherjea,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,271.0,4.5,2236,False,5.605802066295998
Everything I Know About Love : Now a Major BBC One Series,Dolly Alderton,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,406.25,4.4,24494,False,6.009427247482154
"Common, yet Uncommon",Sudha Murty,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,268.0,4.6,68,False,5.594711379601839
Apprenticed To A Himalayan Master: A Yog: A Yogi's Autobiography,Sri M,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,334.0,4.7,4404,False,5.814130531825066
Bravehearts of Bharat : Vignettes from Indian History,Vikram Sampath,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,521.0,4.7,611,False,6.257667587882639
Balidan : Stories of India's Greatest Para Special Forces Operatives,Swapnil Pandey,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,194.0,4.7,403,False,5.272999558563747
Man's Search For Meaning: The classic tribute to hope from the Holocaust,Victor E. Frankl,"Biographies, Diaries & True Accounts",True Accounts,Paperback,206.0,4.5,84339,False,5.332718793265369
Wise and Otherwise: A salute to Life [] Sudha Murty,Murty Sudha,"Biographies, Diaries & True Accounts",True Accounts,Paperback,163.0,4.6,6717,False,5.099866427824199
The Diary of A Young Girl,Anne Frank,"Biographies, Diaries & True Accounts",True Accounts,Paperback,119.0,4.5,34935,False,4.787491742782046
"Kitne Ghazi Aye Kitne Ghazi Gaye: A Memoir: A True Life Account of Bravery And Sacrifice of An Army Soldier Who Served India For More Than 40 Years [] Dhillon, Lt Gen KJS 'Tiny'",K.J.S. Dhillon,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,318.0,4.7,1503,False,5.765191102784844
The Thoughtful Investor,Basant Maheshwari,"Biographies, Diaries & True Accounts",True Accounts,Paperback,440.0,3.9,28,False,6.089044875446846
TWELFTH FAIL,Anurag Pathak,"Biographies, Diaries & True Accounts",True Accounts,Paperback,137.0,4.7,1036,False,4.927253685157205
Why I Killed Gandhi?,Nathuram Godse,"Biographies, Diaries & True Accounts",True Accounts,Paperback,159.0,4.1,8010,False,5.075173815233827
"My Inventions, Autobiography of Nikola Tesla",Nikola Tesla,"Biographies, Diaries & True Accounts",True Accounts,Paperback,99.0,4.5,5111,False,4.605170185988092
"Three Thousand Stitches: Ordinary People, Extraordinary Lives [] Murty, Sudha",Murty Sudha,"Biographies, Diaries & True Accounts",True Accounts,Paperback,230.0,4.6,11049,False,5.442417710521793
Autobiography of A Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",True Accounts,Paperback,159.0,4.6,11173,False,5.075173815233827
How Prime Ministers Decide,Neerja Chowdhury,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,750.0,4.4,217,False,6.621405651764134
